subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
23,7,0,irrelevant,0,0,True,1,False,3,1,1,1.0,10,15.0,16.0,chinese_food2.png,Shanghai Dumpling King
23,7,1,irrelevant,1,1,False,2,False,3,1,1,3.0,16.0,21.0,24.0,chinese_food1.png,Happy Lamb Hot Pot
23,7,2,irrelevant,0,1,True,1,False,3,1,1,3.0,24.0,29.0,32.0,chinese_food2.png,Happy Lamb Hot Pot
23,7,3,irrelevant,1,0,False,2,False,3,1,1,1.0,32.0,37.0,38.0,chinese_food1.png,Shanghai Dumpling King
23,7,4,irrelevant,0,1,True,1,False,3,1,1,3.0,38.0,43.0,46.0,chinese_food2.png,Happy Lamb Hot Pot
23,7,5,irrelevant,0,1,True,1,False,3,1,1,1.0,46.0,51.0,52.0,chinese_food2.png,Happy Lamb Hot Pot
23,7,6,irrelevant,0,0,True,1,False,3,1,1,1.0,52.0,57.0,58.0,chinese_food2.png,Shanghai Dumpling King
23,7,7,irrelevant,0,1,True,1,False,3,1,1,1.0,58.0,63.0,64.0,chinese_food2.png,Happy Lamb Hot Pot
23,7,8,irrelevant,1,1,False,2,False,3,1,1,5.0,64.0,69.0,74.0,chinese_food1.png,Happy Lamb Hot Pot
23,7,9,irrelevant,1,0,False,2,False,3,1,1,1.0,74.0,79.0,80.0,chinese_food1.png,Shanghai Dumpling King
23,7,10,irrelevant,1,0,False,2,False,3,1,1,1.0,80.0,85.0,86.0,chinese_food1.png,Shanghai Dumpling King
23,7,11,irrelevant,1,1,False,2,False,3,1,1,5.0,86.0,91.0,96.0,chinese_food1.png,Happy Lamb Hot Pot
23,7,12,irrelevant,1,1,False,2,False,3,1,1,1.0,96.0,101.0,102.0,chinese_food1.png,Happy Lamb Hot Pot
23,7,13,irrelevant,0,1,True,1,False,3,1,1,1.0,102.0,107.0,108.0,chinese_food2.png,Happy Lamb Hot Pot
23,7,14,irrelevant,1,0,False,2,False,3,1,1,9.0,108.0,113.0,122.0,chinese_food1.png,Shanghai Dumpling King
23,7,15,irrelevant,1,1,False,2,False,3,1,1,1.0,122.0,127.0,128.0,chinese_food1.png,Happy Lamb Hot Pot
23,7,16,irrelevant,1,0,False,2,False,3,1,1,1.0,128.0,133.0,134.0,chinese_food1.png,Shanghai Dumpling King
23,7,17,irrelevant,0,0,True,1,False,3,1,1,3.0,134.0,139.0,142.0,chinese_food2.png,Shanghai Dumpling King
23,7,18,irrelevant,0,0,True,1,False,3,1,1,1.0,142.0,147.0,148.0,chinese_food2.png,Shanghai Dumpling King
23,7,19,irrelevant,0,0,True,1,False,3,1,1,1.0,148.0,153.0,154.0,chinese_food2.png,Shanghai Dumpling King
23,7,20,irrelevant,0,2,None,None,True,6,0,0,2,158.0,164.0,166.0,chinese_food2.png,Lau's Dim Sum Bar
23,7,21,irrelevant,2,2,None,None,True,6,0,0,4,166.0,172.0,176.0,chinese_food0.png,Lau's Dim Sum Bar
23,7,22,irrelevant,0,0,None,None,True,6,0,0,6,176.0,182.0,188.0,chinese_food2.png,Shanghai Dumpling King
23,7,23,irrelevant,2,0,None,None,True,6,0,0,0,188.0,194.0,194.0,chinese_food0.png,Shanghai Dumpling King
