subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
11,0,0,irrelevant,0,0,True,1,False,3,1,1,1.0,10,15.0,16.0,practice_food2.png,Restaurant Gary Danko
11,0,1,irrelevant,0,1,True,1,False,3,1,1,1.0,16.0,21.0,22.0,practice_food2.png,Blue Bottle Cafe
11,0,2,irrelevant,0,0,True,1,False,3,1,1,1.0,22.0,27.0,28.0,practice_food2.png,Restaurant Gary Danko
11,0,3,irrelevant,0,0,True,1,False,3,1,1,1.0,28.0,33.0,34.0,practice_food2.png,Restaurant Gary Danko
11,0,4,irrelevant,1,1,False,2,False,3,1,1,1.0,34.0,39.0,40.0,practice_food0.png,Blue Bottle Cafe
11,0,5,irrelevant,1,0,False,2,False,3,1,1,3.0,40.0,45.0,48.0,practice_food0.png,Restaurant Gary Danko
11,0,6,irrelevant,1,0,False,2,False,3,1,1,1.0,48.0,53.0,54.0,practice_food0.png,Restaurant Gary Danko
11,0,7,irrelevant,1,0,False,2,False,3,1,1,1.0,54.0,59.0,60.0,practice_food0.png,Restaurant Gary Danko
11,0,8,irrelevant,0,1,True,1,False,3,1,1,1.0,60.0,65.0,66.0,practice_food2.png,Blue Bottle Cafe
11,0,9,irrelevant,1,0,False,2,False,3,1,1,1.0,66.0,71.0,72.0,practice_food0.png,Restaurant Gary Danko
11,0,10,irrelevant,1,1,False,2,False,3,1,1,3.0,72.0,77.0,80.0,practice_food0.png,Blue Bottle Cafe
11,0,11,irrelevant,1,1,False,2,False,3,1,1,7.0,80.0,85.0,92.0,practice_food0.png,Blue Bottle Cafe
11,0,12,irrelevant,0,1,True,1,False,3,1,1,1.0,92.0,97.0,98.0,practice_food2.png,Blue Bottle Cafe
11,0,13,irrelevant,1,1,False,2,False,3,1,1,1.0,98.0,103.0,104.0,practice_food0.png,Blue Bottle Cafe
11,0,14,irrelevant,1,1,False,2,False,3,1,1,1.0,104.0,109.0,110.0,practice_food0.png,Blue Bottle Cafe
11,0,15,irrelevant,0,1,True,1,False,3,1,1,3.0,110.0,115.0,118.0,practice_food2.png,Blue Bottle Cafe
11,0,16,irrelevant,0,0,True,1,False,3,1,1,3.0,118.0,123.0,126.0,practice_food2.png,Restaurant Gary Danko
11,0,17,irrelevant,0,1,True,1,False,3,1,1,7.0,126.0,131.0,138.0,practice_food2.png,Blue Bottle Cafe
11,0,18,irrelevant,1,0,False,2,False,3,1,1,5.0,138.0,143.0,148.0,practice_food0.png,Restaurant Gary Danko
11,0,19,irrelevant,0,0,True,1,False,3,1,1,1.0,148.0,153.0,154.0,practice_food2.png,Restaurant Gary Danko
11,0,20,irrelevant,0,0,None,None,True,6,0,0,4,158.0,164.0,168.0,practice_food2.png,Restaurant Gary Danko
11,0,21,irrelevant,0,2,None,None,True,6,0,0,2,168.0,174.0,176.0,practice_food2.png,Seven Hills
11,0,22,irrelevant,2,0,None,None,True,6,0,0,6,176.0,182.0,188.0,practice_food1.png,Restaurant Gary Danko
11,0,23,irrelevant,2,2,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food1.png,Seven Hills
