subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
8,0,0,additive,1,1,False,2,False,3,1,1,3.0,10,15.0,18.0,practice_food1.png,Seven Hills
8,0,1,additive,0,1,False,2,False,3,1,1,1.0,18.0,23.0,24.0,practice_food0.png,Seven Hills
8,0,2,additive,1,0,True,1,False,3,1,1,1.0,24.0,29.0,30.0,practice_food1.png,Blue Bottle Cafe
8,0,3,additive,1,0,True,1,False,3,1,1,3.0,30.0,35.0,38.0,practice_food1.png,Blue Bottle Cafe
8,0,4,additive,1,1,False,2,False,3,1,1,1.0,38.0,43.0,44.0,practice_food1.png,Seven Hills
8,0,5,additive,0,0,True,1,False,3,1,1,1.0,44.0,49.0,50.0,practice_food0.png,Blue Bottle Cafe
8,0,6,additive,0,0,True,1,False,3,1,1,1.0,50.0,55.0,56.0,practice_food0.png,Blue Bottle Cafe
8,0,7,additive,0,1,False,2,False,3,1,1,5.0,56.0,61.0,66.0,practice_food0.png,Seven Hills
8,0,8,additive,1,0,True,1,False,3,1,1,1.0,66.0,71.0,72.0,practice_food1.png,Blue Bottle Cafe
8,0,9,additive,1,1,False,2,False,3,1,1,3.0,72.0,77.0,80.0,practice_food1.png,Seven Hills
8,0,10,additive,1,0,True,1,False,3,1,1,7.0,80.0,85.0,92.0,practice_food1.png,Blue Bottle Cafe
8,0,11,additive,0,1,False,2,False,3,1,1,1.0,92.0,97.0,98.0,practice_food0.png,Seven Hills
8,0,12,additive,0,0,True,1,False,3,1,1,5.0,98.0,103.0,108.0,practice_food0.png,Blue Bottle Cafe
8,0,13,additive,0,0,True,1,False,3,1,1,1.0,108.0,113.0,114.0,practice_food0.png,Blue Bottle Cafe
8,0,14,additive,1,1,False,2,False,3,1,1,1.0,114.0,119.0,120.0,practice_food1.png,Seven Hills
8,0,15,additive,0,1,False,2,False,3,1,1,1.0,120.0,125.0,126.0,practice_food0.png,Seven Hills
8,0,16,additive,0,1,False,2,False,3,1,1,1.0,126.0,131.0,132.0,practice_food0.png,Seven Hills
8,0,17,additive,1,1,False,2,False,3,1,1,1.0,132.0,137.0,138.0,practice_food1.png,Seven Hills
8,0,18,additive,1,0,True,1,False,3,1,1,3.0,138.0,143.0,146.0,practice_food1.png,Blue Bottle Cafe
8,0,19,additive,0,0,True,1,False,3,1,1,3.0,146.0,151.0,154.0,practice_food0.png,Blue Bottle Cafe
8,0,20,additive,0,2,None,None,True,6,0,0,2,158.0,164.0,166.0,practice_food0.png,Restaurant Gary Danko
8,0,21,additive,2,2,None,None,True,6,0,0,4,166.0,172.0,176.0,practice_food2.png,Restaurant Gary Danko
8,0,22,additive,2,0,None,None,True,6,0,0,6,176.0,182.0,188.0,practice_food2.png,Blue Bottle Cafe
8,0,23,additive,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food0.png,Blue Bottle Cafe
