subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
31,0,0,irrelevant,0,0,True,1,False,3,1,1,3.0,10,15.0,18.0,practice_food0.png,Restaurant Gary Danko
31,0,1,irrelevant,1,0,False,2,False,3,1,1,5.0,18.0,23.0,28.0,practice_food1.png,Restaurant Gary Danko
31,0,2,irrelevant,1,0,False,2,False,3,1,1,1.0,28.0,33.0,34.0,practice_food1.png,Restaurant Gary Danko
31,0,3,irrelevant,0,1,True,1,False,3,1,1,3.0,34.0,39.0,42.0,practice_food0.png,Seven Hills
31,0,4,irrelevant,1,1,False,2,False,3,1,1,3.0,42.0,47.0,50.0,practice_food1.png,Seven Hills
31,0,5,irrelevant,1,0,False,2,False,3,1,1,3.0,50.0,55.0,58.0,practice_food1.png,Restaurant Gary Danko
31,0,6,irrelevant,0,1,True,1,False,3,1,1,1.0,58.0,63.0,64.0,practice_food0.png,Seven Hills
31,0,7,irrelevant,0,0,True,1,False,3,1,1,3.0,64.0,69.0,72.0,practice_food0.png,Restaurant Gary Danko
31,0,8,irrelevant,0,1,True,1,False,3,1,1,1.0,72.0,77.0,78.0,practice_food0.png,Seven Hills
31,0,9,irrelevant,1,0,False,2,False,3,1,1,1.0,78.0,83.0,84.0,practice_food1.png,Restaurant Gary Danko
31,0,10,irrelevant,1,0,False,2,False,3,1,1,1.0,84.0,89.0,90.0,practice_food1.png,Restaurant Gary Danko
31,0,11,irrelevant,0,0,True,1,False,3,1,1,1.0,90.0,95.0,96.0,practice_food0.png,Restaurant Gary Danko
31,0,12,irrelevant,0,1,True,1,False,3,1,1,1.0,96.0,101.0,102.0,practice_food0.png,Seven Hills
31,0,13,irrelevant,1,1,False,2,False,3,1,1,5.0,102.0,107.0,112.0,practice_food1.png,Seven Hills
31,0,14,irrelevant,1,1,False,2,False,3,1,1,1.0,112.0,117.0,118.0,practice_food1.png,Seven Hills
31,0,15,irrelevant,0,0,True,1,False,3,1,1,5.0,118.0,123.0,128.0,practice_food0.png,Restaurant Gary Danko
31,0,16,irrelevant,1,1,False,2,False,3,1,1,1.0,128.0,133.0,134.0,practice_food1.png,Seven Hills
31,0,17,irrelevant,0,1,True,1,False,3,1,1,3.0,134.0,139.0,142.0,practice_food0.png,Seven Hills
31,0,18,irrelevant,0,0,True,1,False,3,1,1,1.0,142.0,147.0,148.0,practice_food0.png,Restaurant Gary Danko
31,0,19,irrelevant,1,1,False,2,False,3,1,1,1.0,148.0,153.0,154.0,practice_food1.png,Seven Hills
31,0,20,irrelevant,2,2,None,None,True,6,0,0,6,158.0,164.0,170.0,practice_food2.png,Blue Bottle Cafe
31,0,21,irrelevant,0,2,None,None,True,6,0,0,4,170.0,176.0,180.0,practice_food0.png,Blue Bottle Cafe
31,0,22,irrelevant,2,0,None,None,True,6,0,0,2,180.0,186.0,188.0,practice_food2.png,Restaurant Gary Danko
31,0,23,irrelevant,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food0.png,Restaurant Gary Danko
