subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
30,3,0,irrelevant,0,1,True,1,False,3,1,1,1.0,10,15.0,16.0,indian_food0.png,Curry Leaf Restaurant
30,3,1,irrelevant,0,1,True,1,False,3,1,1,5.0,16.0,21.0,26.0,indian_food0.png,Curry Leaf Restaurant
30,3,2,irrelevant,0,1,True,1,False,3,1,1,3.0,26.0,31.0,34.0,indian_food0.png,Curry Leaf Restaurant
30,3,3,irrelevant,0,0,True,1,False,3,1,1,1.0,34.0,39.0,40.0,indian_food0.png,Little Delhi House
30,3,4,irrelevant,1,1,False,2,False,3,1,1,1.0,40.0,45.0,46.0,indian_food1.png,Curry Leaf Restaurant
30,3,5,irrelevant,1,0,False,2,False,3,1,1,1.0,46.0,51.0,52.0,indian_food1.png,Little Delhi House
30,3,6,irrelevant,1,0,False,2,False,3,1,1,1.0,52.0,57.0,58.0,indian_food1.png,Little Delhi House
30,3,7,irrelevant,1,1,False,2,False,3,1,1,1.0,58.0,63.0,64.0,indian_food1.png,Curry Leaf Restaurant
30,3,8,irrelevant,1,0,False,2,False,3,1,1,1.0,64.0,69.0,70.0,indian_food1.png,Little Delhi House
30,3,9,irrelevant,0,1,True,1,False,3,1,1,1.0,70.0,75.0,76.0,indian_food0.png,Curry Leaf Restaurant
30,3,10,irrelevant,0,0,True,1,False,3,1,1,1.0,76.0,81.0,82.0,indian_food0.png,Little Delhi House
30,3,11,irrelevant,1,0,False,2,False,3,1,1,1.0,82.0,87.0,88.0,indian_food1.png,Little Delhi House
30,3,12,irrelevant,0,0,True,1,False,3,1,1,5.0,88.0,93.0,98.0,indian_food0.png,Little Delhi House
30,3,13,irrelevant,1,1,False,2,False,3,1,1,3.0,98.0,103.0,106.0,indian_food1.png,Curry Leaf Restaurant
30,3,14,irrelevant,0,1,True,1,False,3,1,1,1.0,106.0,111.0,112.0,indian_food0.png,Curry Leaf Restaurant
30,3,15,irrelevant,1,1,False,2,False,3,1,1,5.0,112.0,117.0,122.0,indian_food1.png,Curry Leaf Restaurant
30,3,16,irrelevant,0,0,True,1,False,3,1,1,1.0,122.0,127.0,128.0,indian_food0.png,Little Delhi House
30,3,17,irrelevant,0,0,True,1,False,3,1,1,3.0,128.0,133.0,136.0,indian_food0.png,Little Delhi House
30,3,18,irrelevant,1,0,False,2,False,3,1,1,3.0,136.0,141.0,144.0,indian_food1.png,Little Delhi House
30,3,19,irrelevant,1,1,False,2,False,3,1,1,5.0,144.0,149.0,154.0,indian_food1.png,Curry Leaf Restaurant
30,3,20,irrelevant,0,0,None,None,True,6,0,0,2,158.0,164.0,166.0,indian_food0.png,Little Delhi House
30,3,21,irrelevant,0,2,None,None,True,6,0,0,6,166.0,172.0,178.0,indian_food0.png,Tandoori Kitchen
30,3,22,irrelevant,2,2,None,None,True,6,0,0,4,178.0,184.0,188.0,indian_food2.png,Tandoori Kitchen
30,3,23,irrelevant,2,0,None,None,True,6,0,0,0,188.0,194.0,194.0,indian_food2.png,Little Delhi House
