subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
35,4,0,additive,1,0,True,1,False,3,1,1,3.0,10,15.0,18.0,brunch_food2.png,Breakfast at Tiffany's
35,4,1,additive,0,0,True,1,False,3,1,1,1.0,18.0,23.0,24.0,brunch_food0.png,Breakfast at Tiffany's
35,4,2,additive,1,0,True,1,False,3,1,1,1.0,24.0,29.0,30.0,brunch_food2.png,Breakfast at Tiffany's
35,4,3,additive,0,1,False,2,False,3,1,1,3.0,30.0,35.0,38.0,brunch_food0.png,Sweet Maple
35,4,4,additive,0,1,False,2,False,3,1,1,1.0,38.0,43.0,44.0,brunch_food0.png,Sweet Maple
35,4,5,additive,1,0,True,1,False,3,1,1,7.0,44.0,49.0,56.0,brunch_food2.png,Breakfast at Tiffany's
35,4,6,additive,1,1,False,2,False,3,1,1,1.0,56.0,61.0,62.0,brunch_food2.png,Sweet Maple
35,4,7,additive,0,1,False,2,False,3,1,1,1.0,62.0,67.0,68.0,brunch_food0.png,Sweet Maple
35,4,8,additive,0,1,False,2,False,3,1,1,1.0,68.0,73.0,74.0,brunch_food0.png,Sweet Maple
35,4,9,additive,1,1,False,2,False,3,1,1,1.0,74.0,79.0,80.0,brunch_food2.png,Sweet Maple
35,4,10,additive,0,0,True,1,False,3,1,1,1.0,80.0,85.0,86.0,brunch_food0.png,Breakfast at Tiffany's
35,4,11,additive,0,0,True,1,False,3,1,1,1.0,86.0,91.0,92.0,brunch_food0.png,Breakfast at Tiffany's
35,4,12,additive,1,1,False,2,False,3,1,1,7.0,92.0,97.0,104.0,brunch_food2.png,Sweet Maple
35,4,13,additive,1,0,True,1,False,3,1,1,1.0,104.0,109.0,110.0,brunch_food2.png,Breakfast at Tiffany's
35,4,14,additive,0,1,False,2,False,3,1,1,7.0,110.0,115.0,122.0,brunch_food0.png,Sweet Maple
35,4,15,additive,0,0,True,1,False,3,1,1,3.0,122.0,127.0,130.0,brunch_food0.png,Breakfast at Tiffany's
35,4,16,additive,1,1,False,2,False,3,1,1,1.0,130.0,135.0,136.0,brunch_food2.png,Sweet Maple
35,4,17,additive,1,1,False,2,False,3,1,1,1.0,136.0,141.0,142.0,brunch_food2.png,Sweet Maple
35,4,18,additive,1,0,True,1,False,3,1,1,1.0,142.0,147.0,148.0,brunch_food2.png,Breakfast at Tiffany's
35,4,19,additive,0,0,True,1,False,3,1,1,1.0,148.0,153.0,154.0,brunch_food0.png,Breakfast at Tiffany's
35,4,20,additive,0,0,None,None,True,6,0,0,6,158.0,164.0,170.0,brunch_food0.png,Breakfast at Tiffany's
35,4,21,additive,0,2,None,None,True,6,0,0,2,170.0,176.0,178.0,brunch_food0.png,Mission Beach Cafe
35,4,22,additive,2,2,None,None,True,6,0,0,4,178.0,184.0,188.0,brunch_food1.png,Mission Beach Cafe
35,4,23,additive,2,0,None,None,True,6,0,0,0,188.0,194.0,194.0,brunch_food1.png,Breakfast at Tiffany's
