subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
12,7,0,modulatory,0,1,False,2,False,3,1,1,1.0,10,15.0,16.0,greek_food1.png,Mediterranean Grill
12,7,1,modulatory,1,0,False,2,False,3,1,1,1.0,16.0,21.0,22.0,greek_food2.png,Gyro King
12,7,2,modulatory,1,0,False,2,False,3,1,1,1.0,22.0,27.0,28.0,greek_food2.png,Gyro King
12,7,3,modulatory,1,1,True,1,False,3,1,1,3.0,28.0,33.0,36.0,greek_food2.png,Mediterranean Grill
12,7,4,modulatory,1,1,True,1,False,3,1,1,1.0,36.0,41.0,42.0,greek_food2.png,Mediterranean Grill
12,7,5,modulatory,1,0,False,2,False,3,1,1,1.0,42.0,47.0,48.0,greek_food2.png,Gyro King
12,7,6,modulatory,0,1,False,2,False,3,1,1,3.0,48.0,53.0,56.0,greek_food1.png,Mediterranean Grill
12,7,7,modulatory,0,0,True,1,False,3,1,1,1.0,56.0,61.0,62.0,greek_food1.png,Gyro King
12,7,8,modulatory,1,0,False,2,False,3,1,1,7.0,62.0,67.0,74.0,greek_food2.png,Gyro King
12,7,9,modulatory,0,0,True,1,False,3,1,1,1.0,74.0,79.0,80.0,greek_food1.png,Gyro King
12,7,10,modulatory,0,0,True,1,False,3,1,1,3.0,80.0,85.0,88.0,greek_food1.png,Gyro King
12,7,11,modulatory,0,0,True,1,False,3,1,1,1.0,88.0,93.0,94.0,greek_food1.png,Gyro King
12,7,12,modulatory,0,1,False,2,False,3,1,1,5.0,94.0,99.0,104.0,greek_food1.png,Mediterranean Grill
12,7,13,modulatory,0,1,False,2,False,3,1,1,5.0,104.0,109.0,114.0,greek_food1.png,Mediterranean Grill
12,7,14,modulatory,1,1,True,1,False,3,1,1,3.0,114.0,119.0,122.0,greek_food2.png,Mediterranean Grill
12,7,15,modulatory,1,0,False,2,False,3,1,1,3.0,122.0,127.0,130.0,greek_food2.png,Gyro King
12,7,16,modulatory,1,1,True,1,False,3,1,1,1.0,130.0,135.0,136.0,greek_food2.png,Mediterranean Grill
12,7,17,modulatory,0,1,False,2,False,3,1,1,1.0,136.0,141.0,142.0,greek_food1.png,Mediterranean Grill
12,7,18,modulatory,1,1,True,1,False,3,1,1,1.0,142.0,147.0,148.0,greek_food2.png,Mediterranean Grill
12,7,19,modulatory,0,0,True,1,False,3,1,1,1.0,148.0,153.0,154.0,greek_food1.png,Gyro King
12,7,20,modulatory,0,2,None,None,True,6,0,0,4,158.0,164.0,168.0,greek_food1.png,Myconos Restaurant
12,7,21,modulatory,0,0,None,None,True,6,0,0,6,168.0,174.0,180.0,greek_food1.png,Gyro King
12,7,22,modulatory,2,2,None,None,True,6,0,0,2,180.0,186.0,188.0,greek_food0.png,Myconos Restaurant
12,7,23,modulatory,2,0,None,None,True,6,0,0,0,188.0,194.0,194.0,greek_food0.png,Gyro King
