subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
7,3,0,irrelevant,0,1,True,1,False,3,1,1,3.0,10,15.0,18.0,indian_food2.png,Curry Leaf Restaurant
7,3,1,irrelevant,1,0,False,2,False,3,1,1,1.0,18.0,23.0,24.0,indian_food0.png,Little Delhi House
7,3,2,irrelevant,1,0,False,2,False,3,1,1,3.0,24.0,29.0,32.0,indian_food0.png,Little Delhi House
7,3,3,irrelevant,1,0,False,2,False,3,1,1,1.0,32.0,37.0,38.0,indian_food0.png,Little Delhi House
7,3,4,irrelevant,0,1,True,1,False,3,1,1,1.0,38.0,43.0,44.0,indian_food2.png,Curry Leaf Restaurant
7,3,5,irrelevant,0,1,True,1,False,3,1,1,1.0,44.0,49.0,50.0,indian_food2.png,Curry Leaf Restaurant
7,3,6,irrelevant,0,0,True,1,False,3,1,1,1.0,50.0,55.0,56.0,indian_food2.png,Little Delhi House
7,3,7,irrelevant,0,0,True,1,False,3,1,1,3.0,56.0,61.0,64.0,indian_food2.png,Little Delhi House
7,3,8,irrelevant,1,0,False,2,False,3,1,1,5.0,64.0,69.0,74.0,indian_food0.png,Little Delhi House
7,3,9,irrelevant,0,1,True,1,False,3,1,1,5.0,74.0,79.0,84.0,indian_food2.png,Curry Leaf Restaurant
7,3,10,irrelevant,1,1,False,2,False,3,1,1,1.0,84.0,89.0,90.0,indian_food0.png,Curry Leaf Restaurant
7,3,11,irrelevant,0,0,True,1,False,3,1,1,3.0,90.0,95.0,98.0,indian_food2.png,Little Delhi House
7,3,12,irrelevant,1,1,False,2,False,3,1,1,1.0,98.0,103.0,104.0,indian_food0.png,Curry Leaf Restaurant
7,3,13,irrelevant,1,1,False,2,False,3,1,1,1.0,104.0,109.0,110.0,indian_food0.png,Curry Leaf Restaurant
7,3,14,irrelevant,0,1,True,1,False,3,1,1,1.0,110.0,115.0,116.0,indian_food2.png,Curry Leaf Restaurant
7,3,15,irrelevant,1,1,False,2,False,3,1,1,3.0,116.0,121.0,124.0,indian_food0.png,Curry Leaf Restaurant
7,3,16,irrelevant,0,0,True,1,False,3,1,1,1.0,124.0,129.0,130.0,indian_food2.png,Little Delhi House
7,3,17,irrelevant,1,0,False,2,False,3,1,1,5.0,130.0,135.0,140.0,indian_food0.png,Little Delhi House
7,3,18,irrelevant,0,0,True,1,False,3,1,1,1.0,140.0,145.0,146.0,indian_food2.png,Little Delhi House
7,3,19,irrelevant,1,1,False,2,False,3,1,1,3.0,146.0,151.0,154.0,indian_food0.png,Curry Leaf Restaurant
7,3,20,irrelevant,0,2,None,None,True,6,0,0,4,158.0,164.0,168.0,indian_food2.png,Tandoori Kitchen
7,3,21,irrelevant,0,0,None,None,True,6,0,0,6,168.0,174.0,180.0,indian_food2.png,Little Delhi House
7,3,22,irrelevant,2,2,None,None,True,6,0,0,2,180.0,186.0,188.0,indian_food1.png,Tandoori Kitchen
7,3,23,irrelevant,2,0,None,None,True,6,0,0,0,188.0,194.0,194.0,indian_food1.png,Little Delhi House
