subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
14,0,0,irrelevant,0,1,True,1,False,3,1,1,5.0,10,15.0,20.0,practice_food0.png,Blue Bottle Cafe
14,0,1,irrelevant,0,1,True,1,False,3,1,1,1.0,20.0,25.0,26.0,practice_food0.png,Blue Bottle Cafe
14,0,2,irrelevant,1,0,False,2,False,3,1,1,1.0,26.0,31.0,32.0,practice_food1.png,Restaurant Gary Danko
14,0,3,irrelevant,0,1,True,1,False,3,1,1,1.0,32.0,37.0,38.0,practice_food0.png,Blue Bottle Cafe
14,0,4,irrelevant,1,1,False,2,False,3,1,1,1.0,38.0,43.0,44.0,practice_food1.png,Blue Bottle Cafe
14,0,5,irrelevant,1,1,False,2,False,3,1,1,1.0,44.0,49.0,50.0,practice_food1.png,Blue Bottle Cafe
14,0,6,irrelevant,0,1,True,1,False,3,1,1,3.0,50.0,55.0,58.0,practice_food0.png,Blue Bottle Cafe
14,0,7,irrelevant,1,1,False,2,False,3,1,1,3.0,58.0,63.0,66.0,practice_food1.png,Blue Bottle Cafe
14,0,8,irrelevant,1,0,False,2,False,3,1,1,5.0,66.0,71.0,76.0,practice_food1.png,Restaurant Gary Danko
14,0,9,irrelevant,0,0,True,1,False,3,1,1,5.0,76.0,81.0,86.0,practice_food0.png,Restaurant Gary Danko
14,0,10,irrelevant,1,0,False,2,False,3,1,1,3.0,86.0,91.0,94.0,practice_food1.png,Restaurant Gary Danko
14,0,11,irrelevant,1,1,False,2,False,3,1,1,3.0,94.0,99.0,102.0,practice_food1.png,Blue Bottle Cafe
14,0,12,irrelevant,0,0,True,1,False,3,1,1,1.0,102.0,107.0,108.0,practice_food0.png,Restaurant Gary Danko
14,0,13,irrelevant,1,1,False,2,False,3,1,1,1.0,108.0,113.0,114.0,practice_food1.png,Blue Bottle Cafe
14,0,14,irrelevant,1,0,False,2,False,3,1,1,3.0,114.0,119.0,122.0,practice_food1.png,Restaurant Gary Danko
14,0,15,irrelevant,1,0,False,2,False,3,1,1,1.0,122.0,127.0,128.0,practice_food1.png,Restaurant Gary Danko
14,0,16,irrelevant,0,0,True,1,False,3,1,1,1.0,128.0,133.0,134.0,practice_food0.png,Restaurant Gary Danko
14,0,17,irrelevant,0,1,True,1,False,3,1,1,1.0,134.0,139.0,140.0,practice_food0.png,Blue Bottle Cafe
14,0,18,irrelevant,0,0,True,1,False,3,1,1,1.0,140.0,145.0,146.0,practice_food0.png,Restaurant Gary Danko
14,0,19,irrelevant,0,0,True,1,False,3,1,1,3.0,146.0,151.0,154.0,practice_food0.png,Restaurant Gary Danko
14,0,20,irrelevant,0,2,None,None,True,6,0,0,4,158.0,164.0,168.0,practice_food0.png,Seven Hills
14,0,21,irrelevant,2,0,None,None,True,6,0,0,6,168.0,174.0,180.0,practice_food2.png,Restaurant Gary Danko
14,0,22,irrelevant,2,2,None,None,True,6,0,0,2,180.0,186.0,188.0,practice_food2.png,Seven Hills
14,0,23,irrelevant,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food0.png,Restaurant Gary Danko
