subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
33,4,0,additive,0,1,False,2,False,3,1,1,1.0,10,15.0,16.0,french_food0.png,Le Parisien
33,4,1,additive,0,1,False,2,False,3,1,1,1.0,16.0,21.0,22.0,french_food0.png,Le Parisien
33,4,2,additive,0,0,True,1,False,3,1,1,1.0,22.0,27.0,28.0,french_food0.png,Au Petit Sud Ouest
33,4,3,additive,0,1,False,2,False,3,1,1,1.0,28.0,33.0,34.0,french_food0.png,Le Parisien
33,4,4,additive,0,0,True,1,False,3,1,1,1.0,34.0,39.0,40.0,french_food0.png,Au Petit Sud Ouest
33,4,5,additive,0,0,True,1,False,3,1,1,3.0,40.0,45.0,48.0,french_food0.png,Au Petit Sud Ouest
33,4,6,additive,0,0,True,1,False,3,1,1,5.0,48.0,53.0,58.0,french_food0.png,Au Petit Sud Ouest
33,4,7,additive,0,1,False,2,False,3,1,1,3.0,58.0,63.0,66.0,french_food0.png,Le Parisien
33,4,8,additive,1,0,True,1,False,3,1,1,3.0,66.0,71.0,74.0,french_food2.png,Au Petit Sud Ouest
33,4,9,additive,1,1,False,2,False,3,1,1,3.0,74.0,79.0,82.0,french_food2.png,Le Parisien
33,4,10,additive,1,0,True,1,False,3,1,1,1.0,82.0,87.0,88.0,french_food2.png,Au Petit Sud Ouest
33,4,11,additive,1,1,False,2,False,3,1,1,1.0,88.0,93.0,94.0,french_food2.png,Le Parisien
33,4,12,additive,1,0,True,1,False,3,1,1,1.0,94.0,99.0,100.0,french_food2.png,Au Petit Sud Ouest
33,4,13,additive,1,0,True,1,False,3,1,1,5.0,100.0,105.0,110.0,french_food2.png,Au Petit Sud Ouest
33,4,14,additive,1,0,True,1,False,3,1,1,1.0,110.0,115.0,116.0,french_food2.png,Au Petit Sud Ouest
33,4,15,additive,0,1,False,2,False,3,1,1,3.0,116.0,121.0,124.0,french_food0.png,Le Parisien
33,4,16,additive,1,1,False,2,False,3,1,1,1.0,124.0,129.0,130.0,french_food2.png,Le Parisien
33,4,17,additive,1,1,False,2,False,3,1,1,1.0,130.0,135.0,136.0,french_food2.png,Le Parisien
33,4,18,additive,0,0,True,1,False,3,1,1,1.0,136.0,141.0,142.0,french_food0.png,Au Petit Sud Ouest
33,4,19,additive,1,1,False,2,False,3,1,1,7.0,142.0,147.0,154.0,french_food2.png,Le Parisien
33,4,20,additive,0,0,None,None,True,6,0,0,2,158.0,164.0,166.0,french_food0.png,Au Petit Sud Ouest
33,4,21,additive,2,2,None,None,True,6,0,0,6,166.0,172.0,178.0,french_food1.png,Chez Toinette
33,4,22,additive,2,0,None,None,True,6,0,0,4,178.0,184.0,188.0,french_food1.png,Au Petit Sud Ouest
33,4,23,additive,0,2,None,None,True,6,0,0,0,188.0,194.0,194.0,french_food0.png,Chez Toinette
