subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
4,0,0,modulatory,0,1,False,2,False,3,1,1,1.0,10,15.0,16.0,practice_food1.png,Seven Hills
4,0,1,modulatory,0,1,False,2,False,3,1,1,1.0,16.0,21.0,22.0,practice_food1.png,Seven Hills
4,0,2,modulatory,1,0,False,2,False,3,1,1,1.0,22.0,27.0,28.0,practice_food2.png,Blue Bottle Cafe
4,0,3,modulatory,0,1,False,2,False,3,1,1,5.0,28.0,33.0,38.0,practice_food1.png,Seven Hills
4,0,4,modulatory,1,0,False,2,False,3,1,1,3.0,38.0,43.0,46.0,practice_food2.png,Blue Bottle Cafe
4,0,5,modulatory,0,0,True,1,False,3,1,1,1.0,46.0,51.0,52.0,practice_food1.png,Blue Bottle Cafe
4,0,6,modulatory,0,0,True,1,False,3,1,1,7.0,52.0,57.0,64.0,practice_food1.png,Blue Bottle Cafe
4,0,7,modulatory,1,0,False,2,False,3,1,1,1.0,64.0,69.0,70.0,practice_food2.png,Blue Bottle Cafe
4,0,8,modulatory,1,1,True,1,False,3,1,1,1.0,70.0,75.0,76.0,practice_food2.png,Seven Hills
4,0,9,modulatory,1,0,False,2,False,3,1,1,7.0,76.0,81.0,88.0,practice_food2.png,Blue Bottle Cafe
4,0,10,modulatory,1,1,True,1,False,3,1,1,1.0,88.0,93.0,94.0,practice_food2.png,Seven Hills
4,0,11,modulatory,0,0,True,1,False,3,1,1,3.0,94.0,99.0,102.0,practice_food1.png,Blue Bottle Cafe
4,0,12,modulatory,0,1,False,2,False,3,1,1,1.0,102.0,107.0,108.0,practice_food1.png,Seven Hills
4,0,13,modulatory,1,1,True,1,False,3,1,1,1.0,108.0,113.0,114.0,practice_food2.png,Seven Hills
4,0,14,modulatory,1,1,True,1,False,3,1,1,1.0,114.0,119.0,120.0,practice_food2.png,Seven Hills
4,0,15,modulatory,0,1,False,2,False,3,1,1,3.0,120.0,125.0,128.0,practice_food1.png,Seven Hills
4,0,16,modulatory,1,1,True,1,False,3,1,1,3.0,128.0,133.0,136.0,practice_food2.png,Seven Hills
4,0,17,modulatory,0,0,True,1,False,3,1,1,1.0,136.0,141.0,142.0,practice_food1.png,Blue Bottle Cafe
4,0,18,modulatory,1,0,False,2,False,3,1,1,1.0,142.0,147.0,148.0,practice_food2.png,Blue Bottle Cafe
4,0,19,modulatory,0,0,True,1,False,3,1,1,1.0,148.0,153.0,154.0,practice_food1.png,Blue Bottle Cafe
4,0,20,modulatory,0,2,None,None,True,6,0,0,2,158.0,164.0,166.0,practice_food1.png,Restaurant Gary Danko
4,0,21,modulatory,2,0,None,None,True,6,0,0,4,166.0,172.0,176.0,practice_food0.png,Blue Bottle Cafe
4,0,22,modulatory,2,2,None,None,True,6,0,0,6,176.0,182.0,188.0,practice_food0.png,Restaurant Gary Danko
4,0,23,modulatory,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food1.png,Blue Bottle Cafe
