subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
1,1,0,modulatory,1,0,False,2,False,3,1,1,1.0,10,15.0,16.0,mexican_food0.png,El Coyote Cafe
1,1,1,modulatory,1,1,True,1,False,3,1,1,3.0,16.0,21.0,24.0,mexican_food0.png,Restaurante Arroyo
1,1,2,modulatory,1,0,False,2,False,3,1,1,1.0,24.0,29.0,30.0,mexican_food0.png,El Coyote Cafe
1,1,3,modulatory,0,0,True,1,False,3,1,1,1.0,30.0,35.0,36.0,mexican_food1.png,El Coyote Cafe
1,1,4,modulatory,0,1,False,2,False,3,1,1,3.0,36.0,41.0,44.0,mexican_food1.png,Restaurante Arroyo
1,1,5,modulatory,0,1,False,2,False,3,1,1,1.0,44.0,49.0,50.0,mexican_food1.png,Restaurante Arroyo
1,1,6,modulatory,0,0,True,1,False,3,1,1,1.0,50.0,55.0,56.0,mexican_food1.png,El Coyote Cafe
1,1,7,modulatory,0,0,True,1,False,3,1,1,1.0,56.0,61.0,62.0,mexican_food1.png,El Coyote Cafe
1,1,8,modulatory,1,1,True,1,False,3,1,1,1.0,62.0,67.0,68.0,mexican_food0.png,Restaurante Arroyo
1,1,9,modulatory,1,1,True,1,False,3,1,1,3.0,68.0,73.0,76.0,mexican_food0.png,Restaurante Arroyo
1,1,10,modulatory,0,0,True,1,False,3,1,1,5.0,76.0,81.0,86.0,mexican_food1.png,El Coyote Cafe
1,1,11,modulatory,0,0,True,1,False,3,1,1,3.0,86.0,91.0,94.0,mexican_food1.png,El Coyote Cafe
1,1,12,modulatory,1,1,True,1,False,3,1,1,1.0,94.0,99.0,100.0,mexican_food0.png,Restaurante Arroyo
1,1,13,modulatory,1,0,False,2,False,3,1,1,1.0,100.0,105.0,106.0,mexican_food0.png,El Coyote Cafe
1,1,14,modulatory,1,0,False,2,False,3,1,1,3.0,106.0,111.0,114.0,mexican_food0.png,El Coyote Cafe
1,1,15,modulatory,1,1,True,1,False,3,1,1,7.0,114.0,119.0,126.0,mexican_food0.png,Restaurante Arroyo
1,1,16,modulatory,0,1,False,2,False,3,1,1,1.0,126.0,131.0,132.0,mexican_food1.png,Restaurante Arroyo
1,1,17,modulatory,0,1,False,2,False,3,1,1,1.0,132.0,137.0,138.0,mexican_food1.png,Restaurante Arroyo
1,1,18,modulatory,1,0,False,2,False,3,1,1,5.0,138.0,143.0,148.0,mexican_food0.png,El Coyote Cafe
1,1,19,modulatory,0,1,False,2,False,3,1,1,1.0,148.0,153.0,154.0,mexican_food1.png,Restaurante Arroyo
1,1,20,modulatory,2,2,None,None,True,6,0,0,6,158.0,164.0,170.0,mexican_food2.png,Molina's Cantina
1,1,21,modulatory,2,0,None,None,True,6,0,0,2,170.0,176.0,178.0,mexican_food2.png,El Coyote Cafe
1,1,22,modulatory,0,2,None,None,True,6,0,0,4,178.0,184.0,188.0,mexican_food1.png,Molina's Cantina
1,1,23,modulatory,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,mexican_food1.png,El Coyote Cafe
