subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
4,1,0,irrelevant,0,1,True,1,False,3,1,1,3.0,10,15.0,18.0,indian_food0.png,Little Delhi House
4,1,1,irrelevant,0,0,True,1,False,3,1,1,1.0,18.0,23.0,24.0,indian_food0.png,Curry Leaf Restaurant
4,1,2,irrelevant,0,1,True,1,False,3,1,1,7.0,24.0,29.0,36.0,indian_food0.png,Little Delhi House
4,1,3,irrelevant,1,1,False,2,False,3,1,1,1.0,36.0,41.0,42.0,indian_food2.png,Little Delhi House
4,1,4,irrelevant,1,0,False,2,False,3,1,1,5.0,42.0,47.0,52.0,indian_food2.png,Curry Leaf Restaurant
4,1,5,irrelevant,1,0,False,2,False,3,1,1,1.0,52.0,57.0,58.0,indian_food2.png,Curry Leaf Restaurant
4,1,6,irrelevant,0,1,True,1,False,3,1,1,1.0,58.0,63.0,64.0,indian_food0.png,Little Delhi House
4,1,7,irrelevant,0,0,True,1,False,3,1,1,1.0,64.0,69.0,70.0,indian_food0.png,Curry Leaf Restaurant
4,1,8,irrelevant,1,1,False,2,False,3,1,1,1.0,70.0,75.0,76.0,indian_food2.png,Little Delhi House
4,1,9,irrelevant,0,1,True,1,False,3,1,1,1.0,76.0,81.0,82.0,indian_food0.png,Little Delhi House
4,1,10,irrelevant,0,1,True,1,False,3,1,1,1.0,82.0,87.0,88.0,indian_food0.png,Little Delhi House
4,1,11,irrelevant,1,1,False,2,False,3,1,1,1.0,88.0,93.0,94.0,indian_food2.png,Little Delhi House
4,1,12,irrelevant,0,0,True,1,False,3,1,1,3.0,94.0,99.0,102.0,indian_food0.png,Curry Leaf Restaurant
4,1,13,irrelevant,1,0,False,2,False,3,1,1,3.0,102.0,107.0,110.0,indian_food2.png,Curry Leaf Restaurant
4,1,14,irrelevant,1,1,False,2,False,3,1,1,5.0,110.0,115.0,120.0,indian_food2.png,Little Delhi House
4,1,15,irrelevant,0,0,True,1,False,3,1,1,3.0,120.0,125.0,128.0,indian_food0.png,Curry Leaf Restaurant
4,1,16,irrelevant,0,0,True,1,False,3,1,1,1.0,128.0,133.0,134.0,indian_food0.png,Curry Leaf Restaurant
4,1,17,irrelevant,1,0,False,2,False,3,1,1,1.0,134.0,139.0,140.0,indian_food2.png,Curry Leaf Restaurant
4,1,18,irrelevant,1,1,False,2,False,3,1,1,3.0,140.0,145.0,148.0,indian_food2.png,Little Delhi House
4,1,19,irrelevant,1,0,False,2,False,3,1,1,1.0,148.0,153.0,154.0,indian_food2.png,Curry Leaf Restaurant
4,1,20,irrelevant,2,2,None,None,True,6,0,0,4,158.0,164.0,168.0,indian_food1.png,Tandoori Kitchen
4,1,21,irrelevant,2,0,None,None,True,6,0,0,2,168.0,174.0,176.0,indian_food1.png,Curry Leaf Restaurant
4,1,22,irrelevant,0,2,None,None,True,6,0,0,6,176.0,182.0,188.0,indian_food0.png,Tandoori Kitchen
4,1,23,irrelevant,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,indian_food0.png,Curry Leaf Restaurant
