subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
30,0,0,additive,1,1,False,2,False,3,1,1,5.0,10,15.0,20.0,practice_food2.png,Restaurant Gary Danko
30,0,1,additive,0,0,True,1,False,3,1,1,1.0,20.0,25.0,26.0,practice_food1.png,Seven Hills
30,0,2,additive,1,1,False,2,False,3,1,1,1.0,26.0,31.0,32.0,practice_food2.png,Restaurant Gary Danko
30,0,3,additive,1,0,True,1,False,3,1,1,1.0,32.0,37.0,38.0,practice_food2.png,Seven Hills
30,0,4,additive,0,0,True,1,False,3,1,1,1.0,38.0,43.0,44.0,practice_food1.png,Seven Hills
30,0,5,additive,0,0,True,1,False,3,1,1,1.0,44.0,49.0,50.0,practice_food1.png,Seven Hills
30,0,6,additive,0,1,False,2,False,3,1,1,1.0,50.0,55.0,56.0,practice_food1.png,Restaurant Gary Danko
30,0,7,additive,1,0,True,1,False,3,1,1,3.0,56.0,61.0,64.0,practice_food2.png,Seven Hills
30,0,8,additive,1,1,False,2,False,3,1,1,1.0,64.0,69.0,70.0,practice_food2.png,Restaurant Gary Danko
30,0,9,additive,0,0,True,1,False,3,1,1,3.0,70.0,75.0,78.0,practice_food1.png,Seven Hills
30,0,10,additive,1,0,True,1,False,3,1,1,1.0,78.0,83.0,84.0,practice_food2.png,Seven Hills
30,0,11,additive,1,1,False,2,False,3,1,1,1.0,84.0,89.0,90.0,practice_food2.png,Restaurant Gary Danko
30,0,12,additive,0,1,False,2,False,3,1,1,5.0,90.0,95.0,100.0,practice_food1.png,Restaurant Gary Danko
30,0,13,additive,0,1,False,2,False,3,1,1,1.0,100.0,105.0,106.0,practice_food1.png,Restaurant Gary Danko
30,0,14,additive,0,0,True,1,False,3,1,1,7.0,106.0,111.0,118.0,practice_food1.png,Seven Hills
30,0,15,additive,0,1,False,2,False,3,1,1,1.0,118.0,123.0,124.0,practice_food1.png,Restaurant Gary Danko
30,0,16,additive,1,1,False,2,False,3,1,1,5.0,124.0,129.0,134.0,practice_food2.png,Restaurant Gary Danko
30,0,17,additive,1,0,True,1,False,3,1,1,1.0,134.0,139.0,140.0,practice_food2.png,Seven Hills
30,0,18,additive,1,0,True,1,False,3,1,1,1.0,140.0,145.0,146.0,practice_food2.png,Seven Hills
30,0,19,additive,0,1,False,2,False,3,1,1,3.0,146.0,151.0,154.0,practice_food1.png,Restaurant Gary Danko
30,0,20,additive,0,2,None,None,True,6,0,0,2,158.0,164.0,166.0,practice_food1.png,Blue Bottle Cafe
30,0,21,additive,2,2,None,None,True,6,0,0,4,166.0,172.0,176.0,practice_food0.png,Blue Bottle Cafe
30,0,22,additive,2,0,None,None,True,6,0,0,6,176.0,182.0,188.0,practice_food0.png,Seven Hills
30,0,23,additive,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food1.png,Seven Hills
