subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
27,0,0,irrelevant,1,0,False,2,False,3,1,1,1.0,10,15.0,16.0,practice_food0.png,Seven Hills
27,0,1,irrelevant,1,1,False,2,False,3,1,1,1.0,16.0,21.0,22.0,practice_food0.png,Blue Bottle Cafe
27,0,2,irrelevant,1,1,False,2,False,3,1,1,3.0,22.0,27.0,30.0,practice_food0.png,Blue Bottle Cafe
27,0,3,irrelevant,1,1,False,2,False,3,1,1,1.0,30.0,35.0,36.0,practice_food0.png,Blue Bottle Cafe
27,0,4,irrelevant,0,1,True,1,False,3,1,1,5.0,36.0,41.0,46.0,practice_food2.png,Blue Bottle Cafe
27,0,5,irrelevant,0,0,True,1,False,3,1,1,3.0,46.0,51.0,54.0,practice_food2.png,Seven Hills
27,0,6,irrelevant,0,0,True,1,False,3,1,1,1.0,54.0,59.0,60.0,practice_food2.png,Seven Hills
27,0,7,irrelevant,1,0,False,2,False,3,1,1,1.0,60.0,65.0,66.0,practice_food0.png,Seven Hills
27,0,8,irrelevant,0,1,True,1,False,3,1,1,1.0,66.0,71.0,72.0,practice_food2.png,Blue Bottle Cafe
27,0,9,irrelevant,0,0,True,1,False,3,1,1,1.0,72.0,77.0,78.0,practice_food2.png,Seven Hills
27,0,10,irrelevant,0,0,True,1,False,3,1,1,5.0,78.0,83.0,88.0,practice_food2.png,Seven Hills
27,0,11,irrelevant,1,0,False,2,False,3,1,1,1.0,88.0,93.0,94.0,practice_food0.png,Seven Hills
27,0,12,irrelevant,1,0,False,2,False,3,1,1,3.0,94.0,99.0,102.0,practice_food0.png,Seven Hills
27,0,13,irrelevant,1,1,False,2,False,3,1,1,5.0,102.0,107.0,112.0,practice_food0.png,Blue Bottle Cafe
27,0,14,irrelevant,0,0,True,1,False,3,1,1,1.0,112.0,117.0,118.0,practice_food2.png,Seven Hills
27,0,15,irrelevant,0,1,True,1,False,3,1,1,1.0,118.0,123.0,124.0,practice_food2.png,Blue Bottle Cafe
27,0,16,irrelevant,1,1,False,2,False,3,1,1,5.0,124.0,129.0,134.0,practice_food0.png,Blue Bottle Cafe
27,0,17,irrelevant,0,1,True,1,False,3,1,1,1.0,134.0,139.0,140.0,practice_food2.png,Blue Bottle Cafe
27,0,18,irrelevant,1,0,False,2,False,3,1,1,3.0,140.0,145.0,148.0,practice_food0.png,Seven Hills
27,0,19,irrelevant,0,1,True,1,False,3,1,1,1.0,148.0,153.0,154.0,practice_food2.png,Blue Bottle Cafe
27,0,20,irrelevant,2,0,None,None,True,6,0,0,6,158.0,164.0,170.0,practice_food1.png,Seven Hills
27,0,21,irrelevant,2,2,None,None,True,6,0,0,2,170.0,176.0,178.0,practice_food1.png,Restaurant Gary Danko
27,0,22,irrelevant,0,2,None,None,True,6,0,0,4,178.0,184.0,188.0,practice_food2.png,Restaurant Gary Danko
27,0,23,irrelevant,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food2.png,Seven Hills
