subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
6,1,0,additive,1,0,True,1,False,3,1,1,1.0,10,15.0,16.0,indian_food1.png,Tandoori Kitchen
6,1,1,additive,0,1,False,2,False,3,1,1,5.0,16.0,21.0,26.0,indian_food0.png,Curry Leaf Restaurant
6,1,2,additive,1,0,True,1,False,3,1,1,1.0,26.0,31.0,32.0,indian_food1.png,Tandoori Kitchen
6,1,3,additive,1,1,False,2,False,3,1,1,1.0,32.0,37.0,38.0,indian_food1.png,Curry Leaf Restaurant
6,1,4,additive,0,0,True,1,False,3,1,1,1.0,38.0,43.0,44.0,indian_food0.png,Tandoori Kitchen
6,1,5,additive,0,0,True,1,False,3,1,1,1.0,44.0,49.0,50.0,indian_food0.png,Tandoori Kitchen
6,1,6,additive,1,0,True,1,False,3,1,1,1.0,50.0,55.0,56.0,indian_food1.png,Tandoori Kitchen
6,1,7,additive,0,0,True,1,False,3,1,1,1.0,56.0,61.0,62.0,indian_food0.png,Tandoori Kitchen
6,1,8,additive,1,1,False,2,False,3,1,1,1.0,62.0,67.0,68.0,indian_food1.png,Curry Leaf Restaurant
6,1,9,additive,1,1,False,2,False,3,1,1,7.0,68.0,73.0,80.0,indian_food1.png,Curry Leaf Restaurant
6,1,10,additive,1,1,False,2,False,3,1,1,1.0,80.0,85.0,86.0,indian_food1.png,Curry Leaf Restaurant
6,1,11,additive,1,0,True,1,False,3,1,1,3.0,86.0,91.0,94.0,indian_food1.png,Tandoori Kitchen
6,1,12,additive,0,0,True,1,False,3,1,1,5.0,94.0,99.0,104.0,indian_food0.png,Tandoori Kitchen
6,1,13,additive,1,1,False,2,False,3,1,1,1.0,104.0,109.0,110.0,indian_food1.png,Curry Leaf Restaurant
6,1,14,additive,0,1,False,2,False,3,1,1,1.0,110.0,115.0,116.0,indian_food0.png,Curry Leaf Restaurant
6,1,15,additive,1,0,True,1,False,3,1,1,3.0,116.0,121.0,124.0,indian_food1.png,Tandoori Kitchen
6,1,16,additive,0,1,False,2,False,3,1,1,1.0,124.0,129.0,130.0,indian_food0.png,Curry Leaf Restaurant
6,1,17,additive,0,1,False,2,False,3,1,1,3.0,130.0,135.0,138.0,indian_food0.png,Curry Leaf Restaurant
6,1,18,additive,0,0,True,1,False,3,1,1,3.0,138.0,143.0,146.0,indian_food0.png,Tandoori Kitchen
6,1,19,additive,0,1,False,2,False,3,1,1,3.0,146.0,151.0,154.0,indian_food0.png,Curry Leaf Restaurant
6,1,20,additive,2,0,None,None,True,6,0,0,2,158.0,164.0,166.0,indian_food2.png,Tandoori Kitchen
6,1,21,additive,0,0,None,None,True,6,0,0,4,166.0,172.0,176.0,indian_food0.png,Tandoori Kitchen
6,1,22,additive,0,2,None,None,True,6,0,0,6,176.0,182.0,188.0,indian_food0.png,Little Delhi House
6,1,23,additive,2,2,None,None,True,6,0,0,0,188.0,194.0,194.0,indian_food2.png,Little Delhi House
