subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
5,0,0,modulatory,1,1,True,1,False,3,1,1,3.0,10,15.0,18.0,practice_food2.png,Restaurant Gary Danko
5,0,1,modulatory,0,1,False,2,False,3,1,1,1.0,18.0,23.0,24.0,practice_food1.png,Restaurant Gary Danko
5,0,2,modulatory,0,1,False,2,False,3,1,1,3.0,24.0,29.0,32.0,practice_food1.png,Restaurant Gary Danko
5,0,3,modulatory,0,1,False,2,False,3,1,1,1.0,32.0,37.0,38.0,practice_food1.png,Restaurant Gary Danko
5,0,4,modulatory,1,0,False,2,False,3,1,1,1.0,38.0,43.0,44.0,practice_food2.png,Seven Hills
5,0,5,modulatory,1,1,True,1,False,3,1,1,1.0,44.0,49.0,50.0,practice_food2.png,Restaurant Gary Danko
5,0,6,modulatory,0,1,False,2,False,3,1,1,3.0,50.0,55.0,58.0,practice_food1.png,Restaurant Gary Danko
5,0,7,modulatory,1,1,True,1,False,3,1,1,1.0,58.0,63.0,64.0,practice_food2.png,Restaurant Gary Danko
5,0,8,modulatory,1,0,False,2,False,3,1,1,1.0,64.0,69.0,70.0,practice_food2.png,Seven Hills
5,0,9,modulatory,1,0,False,2,False,3,1,1,5.0,70.0,75.0,80.0,practice_food2.png,Seven Hills
5,0,10,modulatory,0,0,True,1,False,3,1,1,1.0,80.0,85.0,86.0,practice_food1.png,Seven Hills
5,0,11,modulatory,0,0,True,1,False,3,1,1,1.0,86.0,91.0,92.0,practice_food1.png,Seven Hills
5,0,12,modulatory,1,1,True,1,False,3,1,1,1.0,92.0,97.0,98.0,practice_food2.png,Restaurant Gary Danko
5,0,13,modulatory,0,0,True,1,False,3,1,1,3.0,98.0,103.0,106.0,practice_food1.png,Seven Hills
5,0,14,modulatory,0,0,True,1,False,3,1,1,3.0,106.0,111.0,114.0,practice_food1.png,Seven Hills
5,0,15,modulatory,1,0,False,2,False,3,1,1,1.0,114.0,119.0,120.0,practice_food2.png,Seven Hills
5,0,16,modulatory,0,0,True,1,False,3,1,1,7.0,120.0,125.0,132.0,practice_food1.png,Seven Hills
5,0,17,modulatory,0,1,False,2,False,3,1,1,1.0,132.0,137.0,138.0,practice_food1.png,Restaurant Gary Danko
5,0,18,modulatory,1,1,True,1,False,3,1,1,5.0,138.0,143.0,148.0,practice_food2.png,Restaurant Gary Danko
5,0,19,modulatory,1,0,False,2,False,3,1,1,1.0,148.0,153.0,154.0,practice_food2.png,Seven Hills
5,0,20,modulatory,2,0,None,None,True,6,0,0,6,158.0,164.0,170.0,practice_food0.png,Seven Hills
5,0,21,modulatory,2,2,None,None,True,6,0,0,2,170.0,176.0,178.0,practice_food0.png,Blue Bottle Cafe
5,0,22,modulatory,0,2,None,None,True,6,0,0,4,178.0,184.0,188.0,practice_food1.png,Blue Bottle Cafe
5,0,23,modulatory,0,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food1.png,Seven Hills
