subjectN,runN,trialN,contextRole,cueId,contextId,isSick,corrButton,isTest,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,stimOffset,itiOffset,food,restaurant
3,0,0,modulatory,0,0,True,1,False,3,1,1,3.0,10,15.0,18.0,practice_food1.png,Seven Hills
3,0,1,modulatory,1,0,False,2,False,3,1,1,1.0,18.0,23.0,24.0,practice_food2.png,Seven Hills
3,0,2,modulatory,0,1,False,2,False,3,1,1,1.0,24.0,29.0,30.0,practice_food1.png,Blue Bottle Cafe
3,0,3,modulatory,1,1,True,1,False,3,1,1,3.0,30.0,35.0,38.0,practice_food2.png,Blue Bottle Cafe
3,0,4,modulatory,1,0,False,2,False,3,1,1,1.0,38.0,43.0,44.0,practice_food2.png,Seven Hills
3,0,5,modulatory,1,0,False,2,False,3,1,1,3.0,44.0,49.0,52.0,practice_food2.png,Seven Hills
3,0,6,modulatory,1,1,True,1,False,3,1,1,5.0,52.0,57.0,62.0,practice_food2.png,Blue Bottle Cafe
3,0,7,modulatory,0,0,True,1,False,3,1,1,1.0,62.0,67.0,68.0,practice_food1.png,Seven Hills
3,0,8,modulatory,0,1,False,2,False,3,1,1,3.0,68.0,73.0,76.0,practice_food1.png,Blue Bottle Cafe
3,0,9,modulatory,0,0,True,1,False,3,1,1,1.0,76.0,81.0,82.0,practice_food1.png,Seven Hills
3,0,10,modulatory,1,1,True,1,False,3,1,1,1.0,82.0,87.0,88.0,practice_food2.png,Blue Bottle Cafe
3,0,11,modulatory,1,0,False,2,False,3,1,1,1.0,88.0,93.0,94.0,practice_food2.png,Seven Hills
3,0,12,modulatory,0,0,True,1,False,3,1,1,1.0,94.0,99.0,100.0,practice_food1.png,Seven Hills
3,0,13,modulatory,0,0,True,1,False,3,1,1,3.0,100.0,105.0,108.0,practice_food1.png,Seven Hills
3,0,14,modulatory,0,1,False,2,False,3,1,1,5.0,108.0,113.0,118.0,practice_food1.png,Blue Bottle Cafe
3,0,15,modulatory,1,1,True,1,False,3,1,1,1.0,118.0,123.0,124.0,practice_food2.png,Blue Bottle Cafe
3,0,16,modulatory,1,1,True,1,False,3,1,1,1.0,124.0,129.0,130.0,practice_food2.png,Blue Bottle Cafe
3,0,17,modulatory,0,1,False,2,False,3,1,1,1.0,130.0,135.0,136.0,practice_food1.png,Blue Bottle Cafe
3,0,18,modulatory,1,0,False,2,False,3,1,1,7.0,136.0,141.0,148.0,practice_food2.png,Seven Hills
3,0,19,modulatory,0,1,False,2,False,3,1,1,1.0,148.0,153.0,154.0,practice_food1.png,Blue Bottle Cafe
3,0,20,modulatory,0,0,None,None,True,6,0,0,2,158.0,164.0,166.0,practice_food1.png,Seven Hills
3,0,21,modulatory,2,2,None,None,True,6,0,0,6,166.0,172.0,178.0,practice_food0.png,Restaurant Gary Danko
3,0,22,modulatory,0,2,None,None,True,6,0,0,4,178.0,184.0,188.0,practice_food1.png,Restaurant Gary Danko
3,0,23,modulatory,2,0,None,None,True,6,0,0,0,188.0,194.0,194.0,practice_food0.png,Seven Hills
